hidden_size,port,train_fitted,train_real,train_MAPE,train_RMSE,test_results,test_real,test_MAPE,test_RMSE
32,Shenzhen(10kTEU),"[[1610.4337]
 [1861.8021]
 [2092.7605]
 [2206.2505]
 [2219.8435]
 [2083.3103]
 [2267.0952]
 [2269.7275]
 [2285.6938]
 [2300.2793]
 [2333.0317]]","[[1619.7]
 [1846.9]
 [2109.9]
 [2141.4]
 [1825. ]
 [2250.9]
 [2257. ]
 [2294. ]
 [2327.8]
 [2403.7]
 [2420. ]]",4.13735725662925,138.01129,"[[2330.1404]
 [2380.0603]
 [2476.794 ]
 [2401.4717]]","[[2521.]
 [2774.]
 [2577.]
 [2655.]]",8.802375197410583,257.8438
32,Hong Kong(10kTEU),"[[2237.263 ]
 [2246.091 ]
 [2365.6797]
 [2415.0425]
 [2207.575 ]
 [2270.3704]
 [2382.8867]
 [2254.073 ]
 [2320.2961]
 [2239.6384]
 [2228.7756]]","[[2242.7]
 [2353.9]
 [2399.8]
 [2449.4]
 [2104. ]
 [2369.9]
 [2438.4]
 [2311.7]
 [2236.7]
 [2222.6]
 [2007. ]]",3.3720970153808594,94.14519,"[[2313.5083]
 [2280.1904]
 [2320.8733]
 [2366.4663]]","[[2076.]
 [1960.]
 [1830.]
 [2007.]]",18.12780499458313,363.6979
32,Busan(10kTEU),"[[1244.0616]
 [1272.1383]
 [1285.9772]
 [1296.6265]
 [1308.091 ]
 [1283.0968]
 [1577.3853]
 [1740.8044]
 [1810.521 ]
 [1862.2825]
 [1942.513 ]]","[[1184.3   ]
 [1203.    ]
 [1327.    ]
 [1345.2   ]
 [1197.9999]
 [1419.4   ]
 [1618.4   ]
 [1704.6   ]
 [1768.6   ]
 [1867.8   ]
 [1945.    ]]",3.9763461459766734,65.974785,"[[2020.4175]
 [2062.0183]
 [2138.0708]
 [2159.5215]]","[[2049.]
 [2166.]
 [2199.]
 [2159.]]",2.2476261481642723,61.930992
32,Guangzhou(10kTEU),"[[ 532.20264]
 [ 659.0873 ]
 [ 834.08563]
 [1156.1345 ]
 [1221.6539 ]
 [1238.2981 ]
 [1358.0646 ]
 [1508.6537 ]
 [1551.1884 ]
 [1601.0323 ]
 [1714.7224 ]]","[[ 468.5   ]
 [ 660.    ]
 [1025.7   ]
 [1100.1   ]
 [1119.    ]
 [1255.    ]
 [1426.    ]
 [1474.3002]
 [1530.9   ]
 [1660.    ]
 [1722.0001]]",5.491751432418823,76.55581,"[[1863.2803]
 [1959.4315]
 [2054.3176]
 [2140.3477]]","[[2037.0001]
 [2187.    ]
 [2323.    ]
 [2319.    ]]",9.550940245389938,215.68083
32,Qingdao(10kTEU),"[[ 648.11816]
 [ 775.86346]
 [ 928.5667 ]
 [1063.4989 ]
 [1149.884  ]
 [1143.7837 ]
 [1321.9141 ]
 [1424.4003 ]
 [1575.181  ]
 [1678.5822 ]
 [1786.3553 ]]","[[ 630.7   ]
 [ 770.2   ]
 [ 946.2   ]
 [1032.    ]
 [1026.    ]
 [1201.2   ]
 [1302.    ]
 [1450.3   ]
 [1552.    ]
 [1657.9999]
 [1747.0001]]",3.051844781095331,46.573162,"[[1929.7184]
 [1958.62  ]
 [1954.6332]
 [2228.6985]]","[[1830.]
 [1826.]
 [2101.]
 [2200.]]",5.245742201805115,111.555664
32,Dubai(10kTEU),"[[ 836.68274]
 [ 992.19415]
 [1013.7812 ]
 [1146.4275 ]
 [1232.183  ]
 [1168.3694 ]
 [1209.8837 ]
 [1347.4125 ]
 [1373.9359 ]
 [1410.3811 ]
 [1568.3428 ]]","[[ 861.9]
 [ 892.3]
 [1079.1]
 [1182.7]
 [1110. ]
 [1160. ]
 [1300. ]
 [1327. ]
 [1364.1]
 [1524.9]
 [1560. ]]",4.74599383094094,69.42247,"[[1614.0588]
 [1580.2291]
 [1538.9705]
 [1456.4531]]","[[1537.]
 [1495.]
 [1411.]
 [1350.]]",6.917358934879303,101.13206
32,Tianjin(10kTEU),"[[ 515.7992 ]
 [ 607.08496]
 [ 713.56946]
 [ 919.8659 ]
 [ 949.8929 ]
 [ 968.42804]
 [1096.3207 ]
 [1235.3347 ]
 [1302.0612 ]
 [1367.8612 ]
 [1465.2634 ]]","[[ 480.10004]
 [ 595.     ]
 [ 817.60004]
 [ 850.     ]
 [ 869.99994]
 [1008.     ]
 [1158.0001 ]
 [1230.     ]
 [1301.0001 ]
 [1406.1001 ]
 [1411.     ]]",5.084186792373657,55.03187,"[[1499.7766]
 [1539.4146]
 [1602.0223]
 [1688.8193]]","[[1507.    ]
 [1600.0001]
 [1730.    ]
 [1835.    ]]",4.907430335879326,101.82075
32,Rotterdam(10kTEU),"[[ 917.76715]
 [1003.5569 ]
 [1035.2461 ]
 [1056.7377 ]
 [1071.9348 ]
 [1043.1013 ]
 [1106.7788 ]
 [1185.4973 ]
 [1184.3127 ]
 [1158.0374 ]
 [1230.9409 ]]","[[ 930.00006]
 [ 965.50006]
 [ 990.     ]
 [1080.     ]
 [ 974.3    ]
 [1114.5    ]
 [1187.6    ]
 [1186.5    ]
 [1162.1    ]
 [1229.8    ]
 [1223.     ]]",3.972237218510021,53.13453,"[[1239.0282]
 [1347.7074]
 [1409.848 ]
 [1434.5453]]","[[1373.    ]
 [1450.9999]
 [1481.9999]
 [1435.    ]]",5.444135144352913,91.956345
32,Kelang(10kTEU),"[[ 582.5718 ]
 [ 621.5155 ]
 [ 723.02893]
 [ 822.361  ]
 [ 802.3945 ]
 [ 822.4521 ]
 [ 915.3916 ]
 [1008.2561 ]
 [1058.5524 ]
 [1102.8943 ]
 [1178.4019 ]]","[[ 554.4    ]
 [ 632.6    ]
 [ 731.2    ]
 [ 797.     ]
 [ 730.9    ]
 [ 887.     ]
 [ 960.30005]
 [ 999.99994]
 [1035.     ]
 [1094.6    ]
 [1189.     ]]",3.41989587653767,35.323326,"[[1455.1167]
 [1519.847 ]
 [1347.6401]
 [1501.5272]]","[[1373.]
 [1232.]
 [1358.]
 [1324.]]",10.879077017307281,174.08498
32,Kaohsiung(10kTEU),"[[ 955.87384]
 [ 973.274  ]
 [ 962.293  ]
 [ 964.3951 ]
 [ 951.9801 ]
 [ 924.0823 ]
 [ 963.15765]
 [ 954.5962 ]
 [ 962.92444]
 [ 979.4464 ]
 [1048.3754 ]]","[[ 947.0999 ]
 [ 977.49994]
 [ 919.99994]
 [ 967.7    ]
 [ 858.1    ]
 [ 918.1    ]
 [ 963.5999 ]
 [ 978.1    ]
 [ 993.8    ]
 [1059.3    ]
 [1026.     ]]",3.0149343338879673,41.699047,"[[1034.379  ]
 [1014.38446]
 [1033.3267 ]
 [1030.1697 ]]","[[1027.     ]
 [1045.     ]
 [1042.     ]
 [ 962.00006]]",2.891708165407181,37.795784
32,Dalian(10kTEU),"[[ 296.61963]
 [ 335.08716]
 [ 382.93704]
 [ 505.5063 ]
 [ 493.0514 ]
 [ 497.23083]
 [ 611.58777]
 [ 816.32495]
 [1001.3685 ]
 [ 985.3257 ]
 [ 984.4681 ]]","[[ 265.1    ]
 [ 321.2    ]
 [ 464.2    ]
 [ 450.29996]
 [ 455.2    ]
 [ 524.2    ]
 [ 640.     ]
 [ 806.     ]
 [ 991.2001 ]
 [1001.10004]
 [ 945.     ]]",6.539802117781206,37.92532,"[[987.94165]
 [987.1621 ]
 [986.55566]
 [982.2695 ]]","[[ 970.     ]
 [ 977.00006]
 [1021.     ]
 [ 653.99994]]",14.114372432231903,165.35754
32,Hanburg(10kTEU),"[[799.5361 ]
 [900.53827]
 [932.26263]
 [951.6974 ]
 [801.0195 ]
 [799.9319 ]
 [887.31   ]
 [938.1945 ]
 [932.3017 ]
 [949.43396]
 [803.9004 ]]","[[808.8    ]
 [886.2    ]
 [936.     ]
 [973.7    ]
 [700.7    ]
 [789.99994]
 [901.39996]
 [886.3    ]
 [930.2    ]
 [973.     ]
 [882.     ]]",3.628876534375278,43.173035,"[[934.13586]
 [932.1846 ]
 [927.1112 ]
 [949.35583]]","[[886.     ]
 [873.     ]
 [929.99994]
 [870.     ]]",5.411091446876526,55.05808
32,Antwerp(10kTEU),"[[649.339  ]
 [714.47754]
 [825.7442 ]
 [864.5069 ]
 [872.46216]
 [837.57733]
 [867.4161 ]
 [872.46216]
 [871.664  ]
 [870.24805]
 [880.5461 ]]","[[648.2   ]
 [701.9   ]
 [835.5   ]
 [866.4   ]
 [730.9001]
 [846.8   ]
 [866.4   ]
 [863.3   ]
 [857.8   ]
 [897.8   ]
 [965.    ]]",3.4933122721585357,50.947292,"[[907.7101 ]
 [918.19385]
 [934.8144 ]
 [934.8144 ]]","[[1045.]
 [1110.]
 [1110.]
 [1204.]]",17.139430344104767,199.2417
32,Xiamen(10kTEU),"[[347.79263]
 [395.17148]
 [463.41724]
 [517.61786]
 [537.18835]
 [520.1663 ]
 [638.97266]
 [722.0677 ]
 [795.0259 ]
 [863.11536]
 [910.70197]]","[[334.2    ]
 [401.9    ]
 [462.70004]
 [503.39996]
 [468.00003]
 [582.     ]
 [645.     ]
 [720.1    ]
 [800.8    ]
 [857.2001 ]
 [918.     ]]",3.412978757511486,28.927677,"[[ 994.88214]
 [1056.8706 ]
 [1026.2789 ]
 [1116.4441 ]]","[[1038.     ]
 [ 999.99994]
 [1112.     ]
 [1141.     ]]",4.925467818975449,57.106297
32,Tanjung(10kTEU),"[[440.64005]
 [457.7645 ]
 [522.4445 ]
 [602.06757]
 [612.9749 ]
 [658.349  ]
 [714.4124 ]
 [804.52295]
 [820.7076 ]
 [814.23376]
 [897.1355 ]]","[[417.7    ]
 [476.99997]
 [550.     ]
 [560.     ]
 [601.6    ]
 [653.     ]
 [752.     ]
 [770.     ]
 [762.8    ]
 [855.     ]
 [910.     ]]",4.364692622965032,32.148186,"[[872.8584]
 [881.8499]
 [931.3189]
 [942.625 ]]","[[838.     ]
 [896.     ]
 [910.     ]
 [984.99994]]",3.0959315598011017,30.271538
32,Los Angeles(10kTEU),"[[788.242  ]
 [803.8275 ]
 [719.4301 ]
 [767.5248 ]
 [800.9333 ]
 [782.54   ]
 [801.0945 ]
 [800.17   ]
 [798.99963]
 [800.77216]
 [796.7775 ]]","[[748.5]
 [847. ]
 [710.3]
 [785. ]
 [726.1]
 [783.1]
 [794. ]
 [807.8]
 [786.9]
 [834. ]
 [816. ]]",3.0919484116814355,31.853235,"[[423.33243 ]
 [ -9.435522]
 [-32.212193]
 [ 89.266235]]","[[943.00006]
 [945.99994]
 [930.     ]
 [920.     ]]",87.4665379524231,836.49304
32,Long Beach(10kTEU),"[[645.1583 ]
 [653.12573]
 [715.5961 ]
 [717.9657 ]
 [629.2146 ]
 [639.6391 ]
 [628.20557]
 [633.94183]
 [635.8773 ]
 [655.27985]
 [665.08124]]","[[671. ]
 [729. ]
 [731.2]
 [648.8]
 [506.7]
 [626.3]
 [610. ]
 [604.5]
 [673. ]
 [682.1]
 [719. ]]",7.105873931537975,54.64159,"[[662.8194 ]
 [742.47253]
 [801.5867 ]
 [752.14575]]","[[754.]
 [809.]
 [763.]
 [811.]]",8.157641440629959,66.50669
64,Ningbo(10kTEU),"[[ 585.5188 ]
 [ 698.99194]
 [ 874.4367 ]
 [1089.6866 ]
 [1230.797  ]
 [1190.6146 ]
 [1450.0848 ]
 [1612.1119 ]
 [1739.8687 ]
 [1861.4525 ]
 [2073.7554 ]]","[[ 520.8    ]
 [ 706.7999 ]
 [ 934.99994]
 [1084.5999 ]
 [1042.     ]
 [1300.4    ]
 [1451.2    ]
 [1567.1    ]
 [1677.4    ]
 [1869.9999 ]
 [2063.     ]]",4.971882971850309,74.92954,"[[2357.7734]
 [2644.9585]
 [2810.6096]
 [2919.1396]]","[[2461.]
 [2635.]
 [2749.]
 [2872.]]",2.1137364208698273,64.7549
64,Shanghai(10kTEU),"[[1809.5251]
 [2188.6968]
 [2581.6116]
 [2792.0405]
 [2710.6147]
 [2843.7632]
 [2846.4412]
 [3196.8748]
 [3300.5605]
 [3443.3591]
 [3662.2815]]","[[1808.4   ]
 [2171.    ]
 [2615.    ]
 [2798.    ]
 [2500.2   ]
 [2906.8997]
 [3173.9   ]
 [3252.9   ]
 [3361.7   ]
 [3528.5   ]
 [3654.    ]]",2.6775335723703555,124.73572,"[[3902.2046]
 [4303.269 ]
 [4533.5576]
 [4700.452 ]]","[[4023.0002]
 [4201.    ]
 [4330.    ]
 [4350.    ]]",4.548623412847519,217.5448
64,Singapore(10kTEU),"[[2322.2805]
 [2530.7458]
 [2742.2698]
 [2926.5017]
 [3013.0989]
 [2838.6855]
 [2947.1401]
 [3014.603 ]
 [3192.428 ]
 [3291.5247]
 [3099.3982]]","[[2319.2   ]
 [2479.2   ]
 [2793.6   ]
 [2991.8   ]
 [2586.7   ]
 [2843.1   ]
 [2993.8   ]
 [3164.9   ]
 [3257.8997]
 [3386.9   ]
 [3092.    ]]",3.1130763617428867,144.47545,"[[3111.0464]
 [3129.6785]
 [2683.8303]
 [2592.42  ]]","[[3366.9998]
 [3660.    ]
 [3720.    ]
 [3660.    ]]",19.7785884141922,800.02
64,Shenzhen(10kTEU),"[[1612.9159]
 [1868.606 ]
 [2084.3472]
 [2198.4102]
 [2212.0715]
 [2074.849 ]
 [2259.562 ]
 [2262.2075]
 [2278.2542]
 [2292.9136]
 [2325.831 ]]","[[1619.7]
 [1846.9]
 [2109.9]
 [2141.4]
 [1825. ]
 [2250.9]
 [2257. ]
 [2294. ]
 [2327.8]
 [2403.7]
 [2420. ]]",4.238760471343994,138.12119,"[[2322.9253]
 [2375.5486]
 [2482.1973]
 [2399.1545]]","[[2521.]
 [2774.]
 [2577.]
 [2655.]]",8.883985131978989,260.97968
64,Hong Kong(10kTEU),"[[2221.6086]
 [2215.8672]
 [2375.139 ]
 [2437.8403]
 [2180.6882]
 [2353.337 ]
 [2399.4275]
 [2238.696 ]
 [2311.0781]
 [2207.6223]
 [2188.9966]]","[[2242.7]
 [2353.9]
 [2399.8]
 [2449.4]
 [2104. ]
 [2369.9]
 [2438.4]
 [2311.7]
 [2236.7]
 [2222.6]
 [2007. ]]",2.770127762447704,80.97289,"[[2433.4932]
 [2372.7422]
 [2446.922 ]
 [2530.0552]]","[[2076.]
 [1960.]
 [1830.]
 [2007.]]",24.5129257440567,487.9388
64,Busan(10kTEU),"[[1253.3096]
 [1267.8988]
 [1275.6057]
 [1325.7653]
 [1333.1274]
 [1273.5831]
 [1515.2473]
 [1693.2848]
 [1770.4044]
 [1827.6628]
 [1916.4132]]","[[1184.3   ]
 [1203.    ]
 [1327.    ]
 [1345.2   ]
 [1197.9999]
 [1419.4   ]
 [1618.4   ]
 [1704.6   ]
 [1768.6   ]
 [1867.8   ]
 [1945.    ]]",4.440935362469067,76.70205,"[[2007.4493]
 [2055.8687]
 [2144.23  ]
 [2169.1526]]","[[2049.]
 [2166.]
 [2199.]
 [2159.]]",2.5183308869600296,65.11183
64,Guangzhou(10kTEU),"[[ 477.1485]
 [ 695.9271]
 [1017.7911]
 [1152.2397]
 [1226.2389]
 [1245.037 ]
 [1380.3038]
 [1550.3822]
 [1598.422 ]
 [1654.7168]
 [1783.1211]]","[[ 468.5   ]
 [ 660.    ]
 [1025.7   ]
 [1100.1   ]
 [1119.    ]
 [1255.    ]
 [1426.    ]
 [1474.3002]
 [1530.9   ]
 [1660.    ]
 [1722.0001]]",3.6200715736909346,53.89014,"[[2004.5946]
 [2152.4172]
 [2298.1233]
 [2430.2202]]","[[2037.0001]
 [2187.    ]
 [2323.    ]
 [2319.    ]]",2.2597655653953552,61.714813
64,Qingdao(10kTEU),"[[ 657.3342 ]
 [ 767.39636]
 [ 898.9617 ]
 [1064.9508 ]
 [1149.2013 ]
 [1143.0463 ]
 [1322.7761 ]
 [1426.1823 ]
 [1571.2998 ]
 [1670.1543 ]
 [1773.1882 ]]","[[ 630.7   ]
 [ 770.2   ]
 [ 946.2   ]
 [1032.    ]
 [1026.    ]
 [1201.2   ]
 [1302.    ]
 [1450.3   ]
 [1552.    ]
 [1657.9999]
 [1747.0001]]",3.305077010935003,47.49566,"[[1885.3986]
 [1906.7466]
 [1903.8021]
 [2106.2402]]","[[1830.]
 [1826.]
 [2101.]
 [2200.]]",5.274251103401184,119.65253
64,Dubai(10kTEU),"[[ 861.71155]
 [ 974.92004]
 [ 998.9169 ]
 [1146.371  ]
 [1228.1497 ]
 [1170.7626 ]
 [1210.231  ]
 [1346.343  ]
 [1393.5829 ]
 [1458.4935 ]
 [1570.6459 ]]","[[ 861.9]
 [ 892.3]
 [1079.1]
 [1182.7]
 [1110. ]
 [1160. ]
 [1300. ]
 [1327. ]
 [1364.1]
 [1524.9]
 [1560. ]]",4.265164787119085,62.140198,"[[1597.8135]
 [1577.8555]
 [1552.7808]
 [1502.5913]]","[[1537.]
 [1495.]
 [1411.]
 [1350.]]",7.712528109550476,116.13484
